POP_TOT_2022,Max di 2021_1_Compr_media,CUM_2011_2021_TOT_TRS_IMM,TRS_IMM/TOT_POP*1000
3003,775,292,23,97,3126873126873
9079,775,366,24,40,3392444101773
13970,775,927,19,66,3700787401575
5138,775,197,15,38,3709614636045
9478,775,596,56,62,9415488499683
4284,775,319,34,74,5424836601307
4166,775,296,93,71,2746039366299
5922,775,262,6,44,3431273218507
8640,775,398,8,46,1574074074074
4242,780,354,64,83,6020744931636
6273,780,228,82,36,4769647696477
3681,780,205,59,55,8516707416463
4502,780,235,98,52,4167036872501
12189,785,1174,52,96,3590122241365
3804,785,275,07,72,3107255520505
3884,785,368,21,94,8017507723996
3370,785,100,39,29,7893175074184
3184,785,111,5,35,0188442211055
4052,785,206,62,50,9921026653505
3260,785,94,99,29,138036809816
6337,790,498,99,78,7423070853716
6005,790,522,34,86,9841798501249
3515,795,280,07,79,678520625889
7560,795,656,38,86,8227513227513
3231,795,146,36,45,2986691426803
3651,795,167,76,45,94905505341
3378,800,402,69,119,209591474245
3066,800,269,55,87,9158512720157
4591,800,868,12,189,091701154433
5086,800,493,37,97,0055053086905
3053,800,205,92,67,4484113986243
5850,800,593,86,101,51452991453
5971,800,400,35,67,0490705074527
7625,800,649,91,85,2340983606557
6888,800,543,11,78,8487224157956
4100,800,286,04,69,7658536585366
3869,800,337,22,87,1594727319721
3758,800,281,05,74,7871208089409
8350,800,702,94,84,1844311377246
6301,800,497,94,79,0255514997619
6723,800,764,03,113,644206455451
9123,800,750,79,82,2963937301326
4777,800,398,92,83,5084781243458
5332,800,415,01,77,8338334583646
4820,800,337,8,70,0829875518672
3594,800,237,39,66,0517529215359
3624,800,252,32,69,6247240618102
4980,800,211,58,42,4859437751004
3011,800,141,79,47,0906675523082
4748,800,219,56,46,2426284751474
5290,800,228,16,43,1304347826087
6039,800,450,78,74,6448087431694
6869,800,220,42,32,0890959382734
13130,800,366,87,27,9413556740289
14249,800,946,5,66,425714085199
7308,800,340,22,46,5544608648057
12331,800,310,92,25,2145000405482
13619,800,1044,34,76,6825758132021
13713,800,899,8,65,6165682199373
12636,800,768,13,60,7890155112377
3204,800,276,54,86,310861423221
4184,800,354,65,84,7633843212237
3798,800,231,71,61,0084254870985
8160,800,380,57,46,6384803921569
18267,805,1209,49,66,2117479608036
19127,805,485,76,25,3965598368798
3218,810,670,39,208,325046612803
6712,810,573,25,85,4067342073897
4874,810,295,31,60,588838736151
4444,810,547,92,123,294329432943
3647,810,331,15,90,8006580751302
6387,810,338,26,52,9607014247691
